Video,subtrator,impreciso,QP,Bitrate,Y-PSNR,U-PSNR,V-PSNR,YUV-PSNR,Tamanho
216,BQTerrace,2,4,37,8,a,5328.2625,32.3061,37.5313,39.9323,33.5789
