Video,subtrator,impreciso,QP,Bitrate,Y-PSNR,U-PSNR,V-PSNR,YUV-PSNR,Tamanho
180,Bosphorus120fps,2,4,37,8,a,12755.1600,39.1961,42.9377,42.8653,40.1179
