Video,subtrator,impreciso,QP,Bitrate,Y-PSNR,U-PSNR,V-PSNR,YUV-PSNR,Tamanho
648,Kimono,2,4,37,8,a,1001.7420,38.0976,39.8558,41.0845,38.7420
