Video,subtrator,impreciso,QP,Bitrate,Y-PSNR,U-PSNR,V-PSNR,YUV-PSNR,Tamanho
36,Beauty,2,4,37,8,a,7108.6650,34.5383,36.9491,38.8979,35.3817
