Video,subtrator,impreciso,QP,Bitrate,Y-PSNR,U-PSNR,V-PSNR,YUV-PSNR,Tamanho
504,CrowdRun,2,4,37,8,a,3283.2250,31.4243,34.2356,34.9434,32.2429
